ID_Formulario,Nombre_Curso,¿Se dio a conocer el objetivo de la capacitación?,¿Se cumplió el objetivo de la capacitación?,¿Los contenidos brindados fueron coherentes con el objetivo planteado?,¿Los temas se desarrollaron en el tiempo previsto?,¿La capacitación aportó nuevos conceptos y/o técnicas que antes no conocía?,¿Los conocimientos recibidos durante la capacitación le permitirán llevarlos a la práctica en su vida cotidiana?,¿La metodología utilizada por el facilitador permitió el entendimiento de los contenidos?,¿El facilitador demostró el dominio del tema brindado?,¿Durante el desarrollo de la capacitación se propició la participación de los asistentes?,¿Durante la capacitación se dio espacio para la solución de inquietudes?,¿Cómo califica las condiciones del espacio físico o medio virtual en el que se desarrolló la capacitación?,¿El material utilizado permitió el entendimiento del tema?,"En general, ¿Cómo se sintió con la actividad de capacitación realizada?"
1bifyq4ASzro3R1glKA2JnM0rQZq0iSwEFLJuHCO3BsU,RPMS INFANCIA 3° 2025 - (AISPPMSCVI_03_2025),5,5,5,5,5,5,4,5,4,5,5,5,4
1bifyq4ASzro3R1glKA2JnM0rQZq0iSwEFLJuHCO3BsU,RPMS INFANCIA 3° 2025 - (AISPPMSCVI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1bifyq4ASzro3R1glKA2JnM0rQZq0iSwEFLJuHCO3BsU,RPMS INFANCIA 3° 2025 - (AISPPMSCVI_03_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1bifyq4ASzro3R1glKA2JnM0rQZq0iSwEFLJuHCO3BsU,RPMS INFANCIA 3° 2025 - (AISPPMSCVI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1bifyq4ASzro3R1glKA2JnM0rQZq0iSwEFLJuHCO3BsU,RPMS INFANCIA 3° 2025 - (AISPPMSCVI_03_2025),4,5,5,5,5,5,5,3,3,3,5,5,5
1bifyq4ASzro3R1glKA2JnM0rQZq0iSwEFLJuHCO3BsU,RPMS INFANCIA 3° 2025 - (AISPPMSCVI_03_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1bifyq4ASzro3R1glKA2JnM0rQZq0iSwEFLJuHCO3BsU,RPMS INFANCIA 3° 2025 - (AISPPMSCVI_03_2025),4,4,4,3,4,4,3,3,3,3,3,4,3
1bifyq4ASzro3R1glKA2JnM0rQZq0iSwEFLJuHCO3BsU,RPMS INFANCIA 3° 2025 - (AISPPMSCVI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1vM0maqqYuLdNtTq98TADkleoeglOp3HysW4d-nFg4PQ,RPMS INFANCIA 2°C 2025 - (AISPPMSCVI_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1vM0maqqYuLdNtTq98TADkleoeglOp3HysW4d-nFg4PQ,RPMS INFANCIA 2°C 2025 - (AISPPMSCVI_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1vM0maqqYuLdNtTq98TADkleoeglOp3HysW4d-nFg4PQ,RPMS INFANCIA 2°C 2025 - (AISPPMSCVI_2025),5,5,5,5,5,4,4,5,3,3,5,5,5
1vM0maqqYuLdNtTq98TADkleoeglOp3HysW4d-nFg4PQ,RPMS INFANCIA 2°C 2025 - (AISPPMSCVI_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1vM0maqqYuLdNtTq98TADkleoeglOp3HysW4d-nFg4PQ,RPMS INFANCIA 2°C 2025 - (AISPPMSCVI_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
13PrJGCVgOdGYYKJMO98lfP-XmFYPgq0R3s37oVqVKXQ,RPMS JUVENTUD 2°C 2025 - (AISPPMSCVJA_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
13PrJGCVgOdGYYKJMO98lfP-XmFYPgq0R3s37oVqVKXQ,RPMS JUVENTUD 2°C 2025 - (AISPPMSCVJA_2025),5,5,5,4,5,5,5,5,5,4,5,5,5
13PrJGCVgOdGYYKJMO98lfP-XmFYPgq0R3s37oVqVKXQ,RPMS JUVENTUD 2°C 2025 - (AISPPMSCVJA_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
13PrJGCVgOdGYYKJMO98lfP-XmFYPgq0R3s37oVqVKXQ,RPMS JUVENTUD 2°C 2025 - (AISPPMSCVJA_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
13PrJGCVgOdGYYKJMO98lfP-XmFYPgq0R3s37oVqVKXQ,RPMS JUVENTUD 2°C 2025 - (AISPPMSCVJA_2025),5,5,5,5,5,5,5,5,5,4,5,5,5
13PrJGCVgOdGYYKJMO98lfP-XmFYPgq0R3s37oVqVKXQ,RPMS JUVENTUD 2°C 2025 - (AISPPMSCVJA_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
13PrJGCVgOdGYYKJMO98lfP-XmFYPgq0R3s37oVqVKXQ,RPMS JUVENTUD 2°C 2025 - (AISPPMSCVJA_2025),5,5,5,5,5,5,5,5,5,4,4,4,4
13PrJGCVgOdGYYKJMO98lfP-XmFYPgq0R3s37oVqVKXQ,RPMS JUVENTUD 2°C 2025 - (AISPPMSCVJA_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
13PrJGCVgOdGYYKJMO98lfP-XmFYPgq0R3s37oVqVKXQ,RPMS JUVENTUD 2°C 2025 - (AISPPMSCVJA_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
13PrJGCVgOdGYYKJMO98lfP-XmFYPgq0R3s37oVqVKXQ,RPMS JUVENTUD 2°C 2025 - (AISPPMSCVJA_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),3,3,3,3,3,3,3,3,3,3,3,3,3
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),4,4,4,5,5,5,5,5,4,4,4,4,4
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),4,4,4,3,3,4,4,4,3,3,3,4,3
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,4,4,4,5,4,4,4,4,4,5,4,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),4,4,4,4,4,4,3,3,3,3,3,3,3
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,4,4,4,4,4,4,4,4,4,4
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,3,4,5,5,4,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,4,4,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),4,4,4,4,4,4,3,4,4,4,4,4,4
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1lbKm4i9cNMFmpGClorrQokVv_7NgdwDQkH0bMGXqFes,RPMS 3° 2025 - (AISPPMSCVPI_03_2025),4,5,4,4,4,4,4,5,4,4,4,4,4
1spgZuD19qFNdQUB1E16r9HJXN0c5YiG5bnA0wIEdqrE,RPMS PRIMERA INFANCIA 2°C 2025 - (AISPPMSCVPI_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1spgZuD19qFNdQUB1E16r9HJXN0c5YiG5bnA0wIEdqrE,RPMS PRIMERA INFANCIA 2°C 2025 - (AISPPMSCVPI_2025),5,5,4,5,5,5,5,5,4,4,5,5,5
1spgZuD19qFNdQUB1E16r9HJXN0c5YiG5bnA0wIEdqrE,RPMS PRIMERA INFANCIA 2°C 2025 - (AISPPMSCVPI_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1spgZuD19qFNdQUB1E16r9HJXN0c5YiG5bnA0wIEdqrE,RPMS PRIMERA INFANCIA 2°C 2025 - (AISPPMSCVPI_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1spgZuD19qFNdQUB1E16r9HJXN0c5YiG5bnA0wIEdqrE,RPMS PRIMERA INFANCIA 2°C 2025 - (AISPPMSCVPI_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1spgZuD19qFNdQUB1E16r9HJXN0c5YiG5bnA0wIEdqrE,RPMS PRIMERA INFANCIA 2°C 2025 - (AISPPMSCVPI_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1spgZuD19qFNdQUB1E16r9HJXN0c5YiG5bnA0wIEdqrE,RPMS PRIMERA INFANCIA 2°C 2025 - (AISPPMSCVPI_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1spgZuD19qFNdQUB1E16r9HJXN0c5YiG5bnA0wIEdqrE,RPMS PRIMERA INFANCIA 2°C 2025 - (AISPPMSCVPI_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1spgZuD19qFNdQUB1E16r9HJXN0c5YiG5bnA0wIEdqrE,RPMS PRIMERA INFANCIA 2°C 2025 - (AISPPMSCVPI_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1spgZuD19qFNdQUB1E16r9HJXN0c5YiG5bnA0wIEdqrE,RPMS PRIMERA INFANCIA 2°C 2025 - (AISPPMSCVPI_2025),5,5,5,5,5,5,5,5,5,4,4,4,4
1H7ZeHSgGwlxJbd5ftpfsa-LMtEmmp8QUIYuIylS68zI,RPMS VEJEZ 2°C 2025 - (AISPMSCVV_012025),5,5,5,5,5,5,5,5,5,5,5,5,5
1H7ZeHSgGwlxJbd5ftpfsa-LMtEmmp8QUIYuIylS68zI,RPMS VEJEZ 2°C 2025 - (AISPMSCVV_012025),5,5,5,5,5,5,5,5,4,4,4,5,4
1H7ZeHSgGwlxJbd5ftpfsa-LMtEmmp8QUIYuIylS68zI,RPMS VEJEZ 2°C 2025 - (AISPMSCVV_012025),5,5,5,5,5,5,5,5,4,3,5,5,5
1H7ZeHSgGwlxJbd5ftpfsa-LMtEmmp8QUIYuIylS68zI,RPMS VEJEZ 2°C 2025 - (AISPMSCVV_012025),5,5,5,5,5,5,5,5,5,5,5,5,5
1HC1X02xdWToZwiNjKQxfMYbCtQgiRCrhs_sXwUSh7bI,DISCAPACIDAD DE ENFERMEDAD DE HANSEN 2026 - (DIS_HANSEN),4,4,4,4,4,4,3,3,3,3,4,4,4
1HC1X02xdWToZwiNjKQxfMYbCtQgiRCrhs_sXwUSh7bI,DISCAPACIDAD DE ENFERMEDAD DE HANSEN 2026 - (DIS_HANSEN),5,5,4,5,4,5,4,5,5,5,4,5,4
1HC1X02xdWToZwiNjKQxfMYbCtQgiRCrhs_sXwUSh7bI,DISCAPACIDAD DE ENFERMEDAD DE HANSEN 2026 - (DIS_HANSEN),5,5,5,5,5,5,5,5,4,5,5,5,5
1HC1X02xdWToZwiNjKQxfMYbCtQgiRCrhs_sXwUSh7bI,DISCAPACIDAD DE ENFERMEDAD DE HANSEN 2026 - (DIS_HANSEN),4,4,4,4,4,4,4,4,4,4,4,4,4
1HC1X02xdWToZwiNjKQxfMYbCtQgiRCrhs_sXwUSh7bI,DISCAPACIDAD DE ENFERMEDAD DE HANSEN 2026 - (DIS_HANSEN),5,5,5,5,5,5,5,5,5,5,5,5,5
1HC1X02xdWToZwiNjKQxfMYbCtQgiRCrhs_sXwUSh7bI,DISCAPACIDAD DE ENFERMEDAD DE HANSEN 2026 - (DIS_HANSEN),4,4,4,4,4,4,4,4,4,4,4,4,4
1HC1X02xdWToZwiNjKQxfMYbCtQgiRCrhs_sXwUSh7bI,DISCAPACIDAD DE ENFERMEDAD DE HANSEN 2026 - (DIS_HANSEN),4,4,4,4,4,4,4,4,4,4,4,4,4
1HC1X02xdWToZwiNjKQxfMYbCtQgiRCrhs_sXwUSh7bI,DISCAPACIDAD DE ENFERMEDAD DE HANSEN 2026 - (DIS_HANSEN),5,4,5,4,5,4,5,5,4,5,5,5,4
1HC1X02xdWToZwiNjKQxfMYbCtQgiRCrhs_sXwUSh7bI,DISCAPACIDAD DE ENFERMEDAD DE HANSEN 2026 - (DIS_HANSEN),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),4,4,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),4,5,5,5,5,5,5,5,5,4,4,4,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,4,3,1,4,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,3,3,3,3,5,4,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,4,2,4,5,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),1,1,1,2,1,1,1,1,1,1,1,1,1
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,3,4,4,4,4,4,4,3,3,3,4,3
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,3,3,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),4,4,5,4,4,4,4,4,3,3,5,5,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,2,5,5,5,4,4,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,4,4,4,4,4,4,4,4,4,4,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,4,4,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),4,4,3,5,2,5,5,3,1,1,5,4,3
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),4,4,4,4,4,3,3,3,3,2,4,4,4
1IjLMuritRaLZsjoJpPpGIxpRwGqq1XiIBhZeZwN5x-M,CÁNCER COLON Y RECTO 1°C 2025 (CCR_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),5,5,5,5,5,5,5,5,5,5,5,5,5
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),5,5,5,5,5,5,5,5,5,5,5,5,5
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),5,5,5,5,5,5,5,5,4,4,5,5,5
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),5,5,5,5,5,5,5,5,5,5,5,5,5
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),1,1,1,1,1,1,1,1,2,2,1,1,1
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),5,5,5,5,5,5,5,5,5,5,5,5,5
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),4,4,4,4,4,4,4,4,4,4,4,4,4
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),5,5,5,5,5,5,5,5,5,5,5,5,5
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),5,5,5,5,4,5,5,5,5,5,5,5,5
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),5,5,5,5,5,5,5,5,5,5,5,5,5
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),5,5,5,5,5,5,5,5,5,5,5,5,5
1fhfLmU4YPe0emiQ-cC4BuZpt9sVLQLby5NMFJQ5J2dc,CERO ESTIGMA HANSEN 2026 - (0HANSEN_012026),4,5,5,5,5,5,5,5,5,5,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,4,4,4,5,5,3,5,4,4,4
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),4,4,4,4,4,4,4,4,4,4,4,4,4
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,5,5,4,5,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,5,5,5,5,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,5,5,5,5,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,4,4,5,4,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,5,5,5,5,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,5,5,5,5,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),4,4,5,4,4,5,4,4,4,4,4,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,5,5,5,5,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),4,4,4,4,5,5,5,5,5,4,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,5,5,5,5,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),4,4,4,4,4,4,4,4,4,4,4,4,4
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,5,5,5,5,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,5,5,5,5,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),4,4,4,4,4,4,4,4,4,4,4,4,4
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,5,4,5,5,5,5,5
1D2fbQy4adJxKPBqlCwMvYZQNvPKi9l2pjeZikmh1w6I,Dx Hansen 2025 - (DX_HANSEN_012025),5,5,5,5,5,5,5,5,5,5,5,5,5
